artist,score,category
Yoshiyuki Tomino,0.6998095,anime
Guido Reni,0.6416875,fineart
Lynd Ward,0.69958556,fineart
John Constable,0.6907788,fineart
František Kupka,0.6993329,fineart
Pieter Bruegel The Elder,0.6992879,scribbles
Benjamin Gerritsz Cuyp,0.6992173,fineart
Nicolas Mignard,0.6988214,fineart
Augustus Edwin Mulready,0.6482165,fineart
Andrea del Sarto,0.698532,fineart
Edward Steichen,0.69837445,black-white
James Abbott McNeill Whistler,0.69836813,fineart
Alphonse Legros,0.6983243,fineart
Ivan Aivazovsky,0.64588225,fineart
Giovanni Francesco Barbieri,0.6981316,fineart
Grace Cossington Smith,0.69811064,fineart
Bert Stern,0.53411555,scribbles
Mary Cassatt,0.6980135,fineart
Jules Bastien-Lepage,0.69796044,fineart
Max Ernst,0.69777006,fineart
Kentaro Miura,0.697743,anime
Georges Rouault,0.69758564,scribbles
Josephine Wall,0.6973667,fineart
Anne-Louis Girodet,0.58104825,nudity
Bert Hardy,0.6972966,black-white
Adriaen van de Velde,0.69716156,fineart
Andreas Achenbach,0.61108655,fineart
Hayv Kahraman,0.69705284,fineart
Beatrix Potter,0.6969851,fineart
Elmer Bischoff,0.6968948,fineart
Cornelis de Heem,0.6968436,fineart
Inio Asano,0.6965007,anime
Alfred Henry Maurer,0.6964837,fineart
Gottfried Helnwein,0.6962953,digipa-high-impact
Paul Barson,0.54196984,digipa-high-impact
Roger de La Fresnaye,0.69620967,fineart
Abraham Mignon,0.60605425,fineart
Albert Bloch,0.69573116,nudity
Charles Dana Gibson,0.67155975,fineart
Alexandre-Évariste Fragonard,0.6507174,fineart
Alexandre-Évariste Fragonard,0.6507174,fineart
Ernst Fuchs,0.6953538,nudity
Alfredo Jaar,0.6952965,digipa-high-impact
Judy Chicago,0.6952246,weird
Frans van Mieris the Younger,0.6951849,fineart
Aertgen van Leyden,0.6951305,fineart
Emily Carr,0.69512105,fineart
Frances Macdonald,0.6950408,scribbles
Frances MacDonald,0.6950408,scribbles
Hannah Höch,0.69495845,scribbles
Gillis Rombouts,0.58770025,fineart
Käthe Kollwitz,0.6947756,fineart
Barbara Stauffacher Solomon,0.6920825,fineart
Georges Lacombe,0.6944455,fineart
Gwen John,0.6944161,fineart
Terada Katsuya,0.6944026,cartoon
James Gillray,0.6871335,fineart
Robert Crumb,0.69420326,fineart
Bruce Pennington,0.6545669,fineart
David Firth,0.69400465,scribbles
Arthur Boyd,0.69399726,fineart
Antonin Artaud,0.67321455,fineart
Giuseppe Arcimboldo,0.6937329,fineart
Jim Mahfood,0.6936606,cartoon
Ossip Zadkine,0.6494374,scribbles
Atelier Olschinsky,0.69349927,fineart
Carl Frederik von Breda,0.57274634,fineart
Ken Sugimori,0.6932626,anime
Chris Friel,0.5399168,fineart
Andrew Macara,0.69307995,fineart
Alexander Jansson,0.69298327,scribbles
Anne Brigman,0.6865817,black-white
George Ault,0.66756654,fineart
Arkhyp Kuindzhi,0.6928072,digipa-high-impact
Emiliano Ponzi,0.69278395,scribbles
William Holman Hunt,0.6927663,fineart
Tamara Lempicka,0.6386007,scribbles
Mark Ryden,0.69259655,fineart
Giovanni Paolo Pannini,0.6802902,fineart
Carl Barks,0.6923666,cartoon
Fritz Bultman,0.6318746,fineart
Salomon van Ruysdael,0.690313,fineart
Carrie Mae Weems,0.6645416,n
Agostino Arrivabene,0.61166185,fineart
Gustave Boulanger,0.655797,fineart
Henry Justice Ford,0.51214355,fareast
Bernardo Strozzi,0.63510317,fineart
André Lhote,0.68718815,scribbles
Paul Corfield,0.6915611,scribbles
Gifford Beal,0.6914777,fineart
Hirohiko Araki,0.6914078,anime
Emil Carlsen,0.691326,fineart
Frans van Mieris the Elder,0.6912799,fineart
Simon Stalenhag,0.6912775,special
Henry van de Velde,0.64838886,fineart
Eleanor Fortescue-Brickdale,0.6909729,fineart
Thomas W Schaller,0.69093937,special
NHK Animation,0.6907677,cartoon
Euan Uglow,0.69060403,scribbles
Hendrick Goltzius,0.69058937,fineart
William Blake,0.69038224,fineart
Vito Acconci,0.58409876,digipa-high-impact
Billy Childish,0.6902057,scribbles
Ben Quilty,0.6875855,fineart
Mark Briscoe,0.69010437,fineart
Adriaen van de Venne,0.6899867,fineart
Alasdair McLellan,0.6898454,digipa-high-impact
Ed Paschke,0.68974686,scribbles
Guy Rose,0.68960273,fineart
Barbara Hepworth,0.68958247,fineart
Edward Henry Potthast,0.6895703,fineart
Francis Bacon,0.6895397,scribbles
Pawel Kuczynski,0.6894536,fineart
Bjarke Ingels,0.68933153,digipa-high-impact
Henry Ossawa Tanner,0.68932164,fineart
Alessandro Allori,0.6892961,fineart
Abraham van Calraet,0.63841593,fineart
Egon Schiele,0.6891415,scribbles
Tim Doyle,0.5474768,digipa-high-impact
Grandma Moses,0.6890782,fineart
John Frederick Kensett,0.61981744,fineart
Giacomo Balla,0.68893707,fineart
Jamie Baldridge,0.6546651,digipa-high-impact
Max Beckmann,0.6884731,scribbles
Cornelis van Haarlem,0.6677613,fineart
Edward Hopper,0.6884258,special
Barkley Hendricks,0.6883637,n
Patrick Dougherty,0.688321,digipa-high-impact
Karol Bak,0.6367705,fineart
Pierre Puvis de Chavannes,0.6880703,fineart
Antoni Tàpies,0.685689,fineart
Alexander Nasmyth,0.57695735,fineart
Laurent Grasso,0.5793272,fineart
Camille Walala,0.6076875,digipa-high-impact
Fairfield Porter,0.68790644,fineart
Alex Colville,0.68787855,fineart
Herb Ritts,0.51471305,scribbles
Gerhard Munthe,0.687658,fineart
Susan Seddon Boulet,0.68762136,scribbles
Liu Ye,0.68760437,fineart
Robert Antoine Pinchon,0.68744636,fineart
Fujiwara Nobuzane,0.6873439,fineart
Frederick Carl Frieseke,0.6873361,fineart
Aert van der Neer,0.6159286,fineart
Allen Jones,0.6869935,scribbles
Anja Millen,0.6064488,digipa-high-impact
Esaias van de Velde,0.68673944,fineart
Gyoshū Hayami,0.68665624,anime
William Hogarth,0.6720842,fineart
Frederic Church,0.6865637,fineart
Cyril Rolando,0.68644965,cartoon
Frederic Edwin Church,0.6863009,fineart
Thomas Rowlandson,0.66726154,fineart
Joachim Brohm,0.68601763,digipa-high-impact
Cristofano Allori,0.6858083,fineart
Adrianus Eversen,0.58259964,fineart
Richard Dadd,0.68546164,fineart
Ambrosius Bosschaert II,0.6854217,fineart
Paolo Veronese,0.68422073,fineart
Abraham van den Tempel,0.66463804,fineart
Duncan Grant,0.6852565,scribbles
Hendrick Cornelisz. van Vliet,0.6851691,fineart
Geof Darrow,0.6851174,scribbles
Émile Bernard,0.6850957,fineart
Brian Bolland,0.68496394,scribbles
James Gilleard,0.6849431,cartoon
Anton Raphael Mengs,0.6689196,fineart
Augustus Jansson,0.6845705,digipa-high-impact
Hendrik Goltzius,0.6843367,fineart
Domenico Quaglio the Younger,0.65769434,fineart
Cicely Mary Barker,0.6841806,fineart
William Eggleston,0.6840795,digipa-high-impact
David Choe,0.6840449,scribbles
Adam Elsheimer,0.6716068,fineart
Heinrich Danioth,0.5390186,fineart
Franz Stuck,0.6836468,fineart
Bernie Wrightson,0.64101505,fineart
Dorina Costras,0.6835419,fineart
El Greco,0.68343943,fineart
Gatōken Shunshi,0.6833314,anime
Giovanni Bellini,0.67622876,fineart
Aron Wiesenfeld,0.68331146,nudity
Boris Kustodiev,0.68329334,fineart
Alec Soth,0.5597321,digipa-high-impact
Artus Scheiner,0.6313348,fineart
Kelly Vivanco,0.6830933,scribbles
Shaun Tan,0.6830649,fineart
Anthony van Dyck,0.6577681,fineart
Neil Welliver,0.68297863,nudity
Robert McCall,0.68294585,fineart
Sandra Chevrier,0.68284667,scribbles
Yinka Shonibare,0.68256056,n
Arthur Tress,0.6301861,digipa-high-impact
Richard McGuire,0.6820089,scribbles
Anni Albers,0.65708244,digipa-high-impact
Aleksey Savrasov,0.65207493,fineart
Wayne Barlowe,0.6537874,fineart
Giorgio De Chirico,0.6815907,fineart
Giorgio de Chirico,0.6815907,fineart
Ernest Procter,0.6815795,fineart
Adriaen Brouwer,0.6815058,fineart
Ilya Glazunov,0.6813533,fineart
Alison Bechdel,0.68096143,scribbles
Carl Holsoe,0.68082225,fineart
Alfred Edward Chalon,0.6464571,fineart
Gerard David,0.68058,fineart
Basil Blackshaw,0.6805679,fineart
Gerrit Adriaenszoon Berckheyde,0.67340267,fineart
George Hendrik Breitner,0.6804209,fineart
Abraham Bloemaert,0.68036544,fineart
Ferdinand Van Kessel,0.67742276,fineart
Hugo Simberg,0.68031186,fineart
Gaston Bussière,0.665221,fineart
Shawn Coss,0.42407864,digipa-low-impact
Hanabusa Itchō,0.68023074,ukioe
Magnus Enckell,0.6801553,fineart
Gary Larson,0.6801336,scribbles
George Manson,0.68013126,digipa-high-impact
Hayao Miyazaki,0.6800754,anime
Carl Spitzweg,0.66581815,fineart
Ambrosius Holbein,0.6798341,fineart
Domenico Pozzi,0.6434162,fineart
Dorothea Tanning,0.6797955,fineart
Jeannette Guichard-Bunel,0.5251578,digipa-high-impact
Victor Moscoso,0.62962687,fineart
Francis Picabia,0.6795391,scribbles
Charles W. Bartlett,0.67947805,fineart
David A Hardy,0.5554935,fineart
C. R. W. Nevinson,0.67946506,fineart
Man Ray,0.6507145,scribbles
Albert Bierstadt,0.67935765,fineart
Charles Le Brun,0.6758479,fineart
Lovis Corinth,0.67913896,fineart
Herbert Abrams,0.5507507,digipa-high-impact
Giorgio Morandi,0.6789025,fineart
Agnolo Bronzino,0.6787985,fineart
Abraham Pether,0.66922426,fineart
John Bauer,0.6786695,fineart
Arthur Stanley Wilkinson,0.67860866,fineart
Arthur Wardle,0.5510789,fineart
George Romney,0.62868094,fineart
Laurie Lipton,0.5201844,fineart
Mickalene Thomas,0.45433685,digipa-low-impact
Alice Rahon,0.6777824,scribbles
Gustave Van de Woestijne,0.6777346,scribbles
Laurel Burch,0.67766285,fineart
Hendrik Gerritsz Pot,0.67750573,fineart
John William Waterhouse,0.677472,fineart
Conor Harrington,0.5967809,fineart
Gabriel Ba,0.6773366,cartoon
Franz Xaver Winterhalter,0.62229514,fineart
George Cruikshank,0.6473593,fineart
Hyacinthe Rigaud,0.67717785,fineart
Cornelis Claesz van Wieringen,0.6770269,fineart
Adriaen van Outrecht,0.67682564,fineart
Yaacov Agam,0.6767926,fineart
Franz von Lenbach,0.61948,fineart
Clyfford Still,0.67667866,fineart
Alexander Roslin,0.66719526,fineart
Barry Windsor Smith,0.6765375,cartoon
Takeshi Obata,0.67643225,anime
John Harris,0.47712502,fineart
Bruce Davidson,0.6763525,digipa-high-impact
Hendrik Willem Mesdag,0.6762745,fineart
Makoto Shinkai,0.67610705,anime
Andreas Gursky,0.67610145,digipa-high-impact
Mike Winkelmann (Beeple),0.6510196,digipa-high-impact
Gustave Moreau,0.67607844,fineart
Frank Weston Benson,0.6760142,fineart
Eduardo Kingman,0.6759026,fineart
Benjamin Williams Leader,0.5611925,fineart
Hervé Guibert,0.55973417,black-white
Cornelis Dusart,0.6753622,fineart
Amédée Guillemin,0.6752696,fineart
Alessio Albi,0.6752633,digipa-high-impact
Matthias Grünewald,0.6751779,fineart
Fujishima Takeji,0.6751577,anime
Georges Braque,0.67514753,scribbles
John Salminen,0.67498183,fineart
Atey Ghailan,0.674873,scribbles
Giovanni Antonio Galli,0.657484,fineart
Julie Mehretu,0.6748382,fineart
Jean Auguste Dominique Ingres,0.6746286,fineart
Francesco Albani,0.6621554,fineart
Anato Finnstark,0.6744919,digipa-high-impact
Giovanni Bernardino Mazzolini,0.64416045,fineart
Antoine Le Nain,0.6233709,fineart
Ford Madox Brown,0.6743224,fineart
Gerhard Richter,0.67426133,fineart
theCHAMBA,0.6742506,cartoon
Edward Julius Detmold,0.67421955,fineart
George Stubbs,0.6209227,fineart
George Tooker,0.6740602,scribbles
Faith Ringgold,0.6739976,scribbles
Giambattista Pittoni,0.5792371,fineart
George Bellows,0.6737008,fineart
Aldus Manutius,0.67366326,fineart
Ambrosius Bosschaert,0.67364097,digipa-high-impact
Michael Parkes,0.6133628,fineart
Hans Bellmer,0.6735973,nudity
Sir James Guthrie,0.67359626,fineart
Charles Spencelayh,0.67356884,fineart
Ivan Shishkin,0.6734136,fineart
Hans Holbein the Elder,0.6733856,fineart
Filip Hodas,0.60053295,digipa-high-impact
Herman Saftleven,0.6732188,digipa-high-impact
Dirck de Quade van Ravesteyn,0.67309594,fineart
Joe Fenton,0.6730916,scribbles
Arnold Bocklin,0.6730706,fineart
Baiōken Eishun,0.6730663,anime
Giovanni Giacometti,0.6730505,fineart
Giovanni Battista Gaulli,0.65036476,fineart
William Stout,0.672887,fineart
Gavin Hamilton,0.5982757,fineart
John Stezaker,0.6726847,black-white
Frederick McCubbin,0.67263377,fineart
Christoph Ludwig Agricola,0.62750757,fineart
Alice Neel,0.67255914,scribbles
Giovanni Battista Venanzi,0.61996603,fineart
Miho Hirano,0.6724092,anime
Tom Thomson,0.6723876,fineart
Alfred Munnings,0.6723851,fineart
David Wilkie,0.6722781,fineart
Adriaen van Ostade,0.67220736,fineart
Alfred Eisenstaedt,0.67213774,black-white
Leon Kossoff,0.67208946,fineart
Georges de La Tour,0.6421979,fineart
Chuck Close,0.6719756,digipa-high-impact
Herbert MacNair,0.6719506,scribbles
Edward Atkinson Hornel,0.6719265,fineart
Becky Cloonan,0.67192084,cartoon
Gian Lorenzo Bernini,0.58210254,fineart
Hein Gorny,0.4982776,digipa-med-impact
Joe Webb,0.6714884,fineart
Cornelis Pietersz Bega,0.64423996,fineart
Christian Krohg,0.6713641,fineart
Cornelia Parker,0.6712246,fineart
Anna Mary Robertson Moses,0.6709144,fineart
Quentin Tarantino,0.6708354,digipa-high-impact
Frederic Remington,0.67074275,fineart
Barent Fabritius,0.6707407,fineart
Oleg Oprisco,0.6707388,digipa-high-impact
Hendrick van Streeck,0.670666,fineart
Bakemono Zukushi,0.67051035,anime
Lucy Madox Brown,0.67032814,fineart
Paul Wonner,0.6700563,scribbles
Guido Borelli Da Caluso,0.66966087,digipa-high-impact
Emil Alzamora,0.5844039,nudity
Heinrich Brocksieper,0.64469147,fineart
Dan Smith,0.669563,digipa-high-impact
Lois van Baarle,0.6695091,scribbles
Arthur Garfield Dove,0.6694996,scribbles
Matthias Jung,0.66936135,digipa-high-impact
José Clemente Orozco,0.6693544,scribbles
Don Bluth,0.6693046,cartoon
Akseli Gallen-Kallela,0.66927314,fineart
Alex Howitt,0.52858865,digipa-high-impact
Giovanni Bernardino Asoleni,0.6635405,fineart
Frederick Goodall,0.6690712,fineart
Francesco Bartolozzi,0.63431,fineart
Edmund Leighton,0.6689639,fineart
Abraham Willaerts,0.5966594,fineart
François Louis Thomas Francia,0.6207474,fineart
Carel Fabritius,0.6688478,fineart
Flora Macdonald Reid,0.6687404,fineart
Bartholomeus Breenbergh,0.6163084,fineart
Bernardino Mei,0.6486895,fineart
Carel Weight,0.6684968,fineart
Aristide Maillol,0.66843045,scribbles
Chris Leib,0.60567486,fineart
Giovanni Battista Piazzetta,0.65012705,fineart
Daniel Maclise,0.6678073,fineart
Giovanni Bernardino Azzolini,0.65774256,fineart
Aaron Horkey,0.6676864,fineart
Otto Dix,0.667294,scribbles
Ferdinand Bol,0.6414797,fineart
Adriaen Coorte,0.6670663,fineart
William Gropper,0.6669881,scribbles
Gerard de Lairesse,0.6639489,fineart
Mab Graves,0.6668356,scribbles
Fernando Amorsolo,0.66683346,fineart
Pixar Concept Artists,0.6667752,cartoon
Alfred Augustus Glendening,0.64009607,fineart
Diego Velázquez,0.6666799,fineart
Jerry Pinkney,0.6665478,fineart
Antoine Wiertz,0.6143825,fineart
Alberto Burri,0.6618252,scribbles
Max Weber,0.6664029,fineart
Hans Baluschek,0.66636246,fineart
Annie Swynnerton,0.6663346,fineart
Albert Dubois-Pillet,0.57526016,fineart
Dora Maar,0.62862253,digipa-high-impact
Kay Sage,0.5614823,fineart
David A. Hardy,0.51376164,fineart
Alberto Biasi,0.42917693,digipa-low-impact
Fra Bartolomeo,0.6661105,fineart
Hendrick van Balen,0.65754294,fineart
Edwin Austin Abbey,0.66596496,fineart
George Frederic Watts,0.66595024,fineart
Alexei Kondratyevich Savrasov,0.6470352,fineart
Anna Ancher,0.66581213,fineart
Irma Stern,0.66580737,fineart
Frédéric Bazille,0.6657115,fineart
Awataguchi Takamitsu,0.6656272,anime
Edward Sorel,0.6655388,fineart
Edward Lear,0.6655078,fineart
Gabriel Metsu,0.6654555,fineart
Giovanni Battista Innocenzo Colombo,0.6653655,fineart
Scott Naismith,0.6650656,fineart
John Perceval,0.6650283,fineart
Girolamo Muziano,0.64234406,fineart
Cornelis de Man,0.66494393,fineart
Cornelis Bisschop,0.64119905,digipa-high-impact
Hans Leu the Elder,0.64770013,fineart
Michael Hutter,0.62479556,fineart
Cornelia MacIntyre Foley,0.6510235,fineart
Todd McFarlane,0.6647763,cartoon
John James Audubon,0.6279882,digipa-high-impact
William Henry Hunt,0.57340264,fineart
John Anster Fitzgerald,0.6644317,fineart
Tomer Hanuka,0.6643152,cartoon
Alex Prager,0.6641814,fineart
Heinrich Kley,0.6641148,fineart
Anne Redpath,0.66407835,scribbles
Marianne North,0.6640104,fineart
Daniel Merriam,0.6639365,fineart
Bill Carman,0.66390574,fineart
Méret Oppenheim,0.66387725,digipa-high-impact
Erich Heckel,0.66384083,fineart
Iryna Yermolova,0.663623,fineart
Antoine Ignace Melling,0.61502695,fineart
Akira Toriyama,0.6635002,anime
Gregory Crewdson,0.59810174,digipa-high-impact
Helene Schjerfbeck,0.66333634,fineart
Antonio Mancini,0.6631618,fineart
Zanele Muholi,0.58554715,n
Balthasar van der Ast,0.66294503,fineart
Toei Animations,0.6629127,anime
Arthur Quartley,0.6628106,fineart
Diego Rivera,0.6625808,fineart
Hendrik van Steenwijk II,0.6623777,fineart
James Tissot,0.6623415,fineart
Kehinde Wiley,0.66218376,n
Chiharu Shiota,0.6621249,digipa-high-impact
George Grosz,0.6620224,fineart
Peter De Seve,0.6616659,cartoon
Ryan Hewett,0.6615638,fineart
Hasegawa Tōhaku,0.66146004,anime
Apollinary Vasnetsov,0.6613177,fineart
Francis Cadell,0.66119456,fineart
Henri Harpignies,0.6611012,fineart
Henry Macbeth-Raeburn,0.6213787,fineart
Christoffel van den Berghe,0.6609149,fineart
Leiji Matsumoto,0.66089404,anime
Adriaen van der Werff,0.638286,fineart
Ramon Casas,0.6606529,fineart
Arthur Hacker,0.66062653,fineart
Edward Willis Redfield,0.66058433,fineart
Carl Gustav Carus,0.65355223,fineart
Francesca Woodman,0.60435605,digipa-high-impact
Hans Makart,0.5881955,fineart
Carne Griffiths,0.660091,weird
Will Barnet,0.65995145,scribbles
Fitz Henry Lane,0.659841,fineart
Masaaki Sasamoto,0.6597158,anime
Salvador Dali,0.6290813,scribbles
Walt Kelly,0.6596993,digipa-high-impact
Charlotte Nasmyth,0.56481636,fineart
Ferdinand Knab,0.6596528,fineart
Steve Lieber,0.6596117,scribbles
Zhang Kechun,0.6595939,fareast
Olivier Valsecchi,0.5324838,digipa-high-impact
Joel Meyerowitz,0.65937585,digipa-high-impact
Arthur Streeton,0.6592294,fineart
Henriett Seth F.,0.6592273,fineart
Genndy Tartakovsky,0.6591695,scribbles
Otto Marseus van Schrieck,0.65890455,fineart
Hanna-Barbera,0.6588123,cartoon
Mary Anning,0.6588001,fineart
Pamela Colman Smith,0.6587648,fineart
Anton Mauve,0.6586873,fineart
Hendrick Avercamp,0.65866685,fineart
Max Pechstein,0.65860206,scribbles
Franciszek Żmurko,0.56855476,fineart
Felice Casorati,0.6584761,fineart
Louis Janmot,0.65298057,fineart
Thomas Cole,0.5408042,fineart
Peter Mohrbacher,0.58273685,fineart
Arnold Franz Brasz,0.65834284,nudity
Christian Rohlfs,0.6582814,fineart
Basil Gogos,0.658105,fineart
Fitz Hugh Lane,0.657923,fineart
Liubov Sergeevna Popova,0.62325525,fineart
Elizabeth MacNicol,0.65773135,fineart
Zinaida Serebriakova,0.6577016,fineart
Ernest Lawson,0.6575238,fineart
Bruno Catalano,0.6574354,fineart
Albert Namatjira,0.6573372,fineart
Fritz von Uhde,0.6572697,fineart
Edwin Henry Landseer,0.62363374,fineart
Naoto Hattori,0.621745,fareast
Reylia Slaby,0.65709853,fineart
Arthur Burdett Frost,0.6147318,fineart
Frank Miller,0.65707314,digipa-high-impact
Algernon Talmage,0.65702903,fineart
Itō Jakuchū,0.6570199,digipa-high-impact
Billie Waters,0.65684533,digipa-high-impact
Ingrid Baars,0.58558,digipa-high-impact
Pieter Jansz Saenredam,0.6566058,fineart
Egbert van Heemskerck,0.6125889,fineart
John French Sloan,0.6362145,fineart
Craola,0.65639997,scribbles
Benjamin Marra,0.61809736,nudity
Anthony Thieme,0.65609205,fineart
Satoshi Kon,0.65606606,anime
Masamune Shirow,0.65592873,anime
Alfred Stevens,0.6557321,fineart
Hariton Pushwagner,0.6556745,anime
Carlo Carrà,0.6556279,fineart
Stuart Davis,0.6050534,digipa-high-impact
David Shrigley,0.6553904,digipa-high-impact
Albrecht Anker,0.65531695,fineart
Anton Semenov,0.6552501,digipa-high-impact
Fabio Hurtado,0.5955889,fineart
Donald Judd,0.6552257,fineart
Francisco de Burgos Mantilla,0.65516514,fineart
Barthel Bruyn the Younger,0.6551433,fineart
Abram Arkhipov,0.6550962,fineart
Paulus Potter,0.65498203,fineart
Edward Lamson Henry,0.6549521,fineart
Audrey Kawasaki,0.654843,fineart
George Catlin,0.6547183,fineart
Adélaïde Labille-Guiard,0.6066263,fineart
Sandy Skoglund,0.6546999,digipa-high-impact
Hans Baldung,0.654431,fineart
Ethan Van Sciver,0.65442884,cartoon
Frans Hals,0.6542338,fineart
Caspar David Friedrich,0.6542175,fineart
Charles Conder,0.65420866,fineart
Betty Churcher,0.65387225,fineart
Claes Corneliszoon Moeyaert,0.65386075,fineart
David Bomberg,0.6537477,fineart
Abraham Bosschaert,0.6535562,fineart
Giuseppe De Nittis,0.65354455,fineart
Giuseppe de Nittis,0.65354455,fineart
John La Farge,0.65342575,fineart
Frits Thaulow,0.65341854,fineart
John Duncan,0.6532379,fineart
Floris van Dyck,0.64900756,fineart
Anton Pieck,0.65310377,fineart
Roger Dean,0.6529647,nudity
Maximilian Pirner,0.65280807,fineart
Dorothy Johnstone,0.65267503,fineart
Govert Dircksz Camphuysen,0.65258145,fineart
Ryohei Hase,0.6168618,fineart
Hans von Aachen,0.62437224,fineart
Gustaf Munch-Petersen,0.6522485,fineart
Earnst Haeckel,0.6344333,fineart
Giovanni Battista Bracelli,0.62635326,fineart
Hendrick Goudt,0.6521433,fineart
Aneurin Jones,0.65191466,fineart
Bryan Hitch,0.6518333,cartoon
Coby Whitmore,0.6515695,fineart
Barthélemy d'Eyck,0.65156406,fineart
Quint Buchholz,0.65151155,fineart
Adriaen Hanneman,0.6514815,fineart
Tom Roberts,0.5855832,fineart
Fernand Khnopff,0.6512954,nudity
Charles Vess,0.6512271,cartoon
Carlo Galli Bibiena,0.6511681,nudity
Alexander Milne Calder,0.6081027,fineart
Josan Gonzalez,0.6193469,cartoon
Barthel Bruyn the Elder,0.6509954,fineart
Jon Whitcomb,0.6046063,fineart
Arcimboldo,0.6509897,fineart
Hendrik van Steenwijk I,0.65086293,fineart
Albert Joseph Pénot,0.65085316,fineart
Edward Wadsworth,0.6308917,scribbles
Andrew Wyeth,0.6507103,fineart
Correggio,0.650689,fineart
Frances Currey,0.65068,fineart
Henryk Siemiradzki,0.56721973,fineart
Worthington Whittredge,0.6504713,fineart
Federico Zandomeneghi,0.65033823,fineart
Isaac Levitan,0.6503356,fineart
Russ Mills,0.65012795,fineart
Edith Lawrence,0.65010095,fineart
Gil Elvgren,0.5614284,digipa-high-impact
Chris Foss,0.56495357,fineart
Francesco Zuccarelli,0.612805,fineart
Hendrick Bloemaert,0.64962655,fineart
Egon von Vietinghoff,0.57180583,fineart
Pixar,0.6495793,cartoon
Daniel Clowes,0.6495775,fineart
Friedrich Ritter von Friedländer-Malheim,0.6493772,fineart
Rebecca Sugar,0.6492679,scribbles
Chen Daofu,0.6492026,fineart
Dustin Nguyen,0.64909416,cartoon
Raymond Duchamp-Villon,0.6489605,nudity
Daniel Garber,0.6489332,fineart
Antonio Canova,0.58764786,fineart
Algernon Blackwood,0.59256804,fineart
Betye Saar,0.64877665,fineart
William S. Burroughs,0.5505619,fineart
Rodney Matthews,0.64844495,fineart
Michelangelo Buonarroti,0.6484401,fineart
Posuka Demizu,0.64843124,anime
Joao Ruas,0.6484134,fineart
Andy Fairhurst,0.6480388,special
"Andries Stock, Dutch Baroque painter",0.6479797,fineart
Antonio de la Gandara,0.6479292,fineart
Bruce Timm,0.6477877,scribbles
Harvey Kurtzman,0.64772683,cartoon
Eiichiro Oda,0.64772165,anime
Edwin Landseer,0.6166703,fineart
Carl Heinrich Bloch,0.64755356,fineart
Adriaen Isenbrant,0.6475428,fineart
Santiago Caruso,0.6473954,fineart
Alfred Guillou,0.6472603,fineart
Clara Peeters,0.64725095,fineart
Kim Jung Gi,0.6472225,cartoon
Milo Manara,0.6471776,cartoon
Phil Noto,0.6470769,anime
Kaws,0.6470336,cartoon
Desmond Morris,0.5951916,fineart
Gediminas Pranckevicius,0.6467787,fineart
Jack Kirby,0.6467424,cartoon
Claes Jansz. Visscher,0.6466888,fineart
Augustin Meinrad Bächtiger,0.6465789,fineart
John Lavery,0.64643383,fineart
Anne Bachelier,0.6464065,fineart
Giuseppe Bernardino Bison,0.64633006,fineart
E. T. A. Hoffmann,0.5887251,fineart
Ambrosius Benson,0.6457839,fineart
Cornelis Verbeeck,0.645782,fineart
H. R. Giger,0.6456823,weird
Adolph Menzel,0.6455246,fineart
Aliza Razell,0.5863178,digipa-high-impact
Gerard Seghers,0.6205679,fineart
David Aja,0.62812066,scribbles
Gustave Courbet,0.64476407,fineart
Alexandre Cabanel,0.63849115,fineart
Albert Marquet,0.64471006,fineart
Harold Harvey,0.64464307,fineart
William Wegman,0.6446265,scribbles
Harold Gilman,0.6445966,fineart
Jeremy Geddes,0.57839495,digipa-high-impact
Abraham van Beijeren,0.6356113,fineart
Eugène Isabey,0.6160607,fineart
Jorge Jacinto,0.58618563,fineart
Frederic Leighton,0.64383554,fineart
Dave McKean,0.6438012,cartoon
Hiromu Arakawa,0.64371413,anime
Aaron Douglas,0.6437089,fineart
Adolf Dietrich,0.590169,fineart
Frederik de Moucheron,0.6435952,fineart
Siya Oum,0.6435919,cartoon
Alberto Morrocco,0.64352196,fineart
Robert Vonnoh,0.6433115,fineart
Tom Bagshaw,0.5322264,fineart
Guerrilla Girls,0.64309967,digipa-high-impact
Johann Wolfgang von Goethe,0.6429888,fineart
Charles Le Roux,0.6426594,fineart
Auguste Toulmouche,0.64261353,fineart
Cindy Sherman,0.58666563,digipa-high-impact
Federico Zuccari,0.6425021,fineart
Mike Mignola,0.642346,cartoon
Cecily Brown,0.6421981,fineart
Brian K. Vaughan,0.64147836,cartoon
RETNA (Marquis Lewis),0.47963,n
Klaus Janson,0.64129144,cartoon
Alessandro Galli Bibiena,0.6412889,fineart
Jeremy Lipking,0.64123213,fineart
Stephen Shore,0.64108944,digipa-high-impact
Heinz Edelmann,0.51325977,digipa-med-impact
Joaquín Sorolla,0.6409732,fineart
Bella Kotak,0.6409608,digipa-high-impact
Cornelis Engebrechtsz,0.64091057,fineart
Bruce Munro,0.64084166,digipa-high-impact
Marjane Satrapi,0.64076495,fineart
Jeremy Mann,0.557744,digipa-high-impact
Heinrich Maria Davringhausen,0.6403986,fineart
Kengo Kuma,0.6402023,digipa-high-impact
Alfred Manessier,0.640153,fineart
Antonio Galli Bibiena,0.6399247,digipa-high-impact
Eduard von Grützner,0.6397164,fineart
Bunny Yeager,0.5455078,digipa-high-impact
Adolphe Willette,0.6396935,fineart
